,STATE,COUNT,NAMEL,ALAND,AWATE,dc_id,P0130,H0100,P0030,P01202,H0180,H0040,P0040,H0020,P008004,P008005,P01200,P01204,c_0_5_1,c_0_5_3,c_1_5_1_2,c_1_5_1__,c_1_5_3_3,c_1_5_3_4,c_1_1_25_3,c_1_1_25_4,c_1_1_25_5,c_1_2_125,c_1_2_12_,c_1_3_3,c_1_3_4,c_1_3_5,Resilnc,FaildRt,LandUse,Community
83,12,57,Census Tract 47,1808624,6733,84,11.32777778,11.61111111,0.888888889,5.333333333,0.222222222,5.666666667,2.277777778,8.666666667,0.944444444,0.055555556,0.444444444,2.5,1.333333333,1.666666667,2.5,2.166666667,1.833333333,2.722222222,2.055555556,2.055555556,2.055555556,1.777777778,2.666666667,1.944444444,2.166666667,2.444444444,0.228706564,0,Industrial,1
84,12,57,Census Tract 48,2546601,1355,85,37.14117647,16.41176471,0.117647059,8.058823529,0.823529412,2.294117647,6.470588235,9.235294118,2.176470588,0.058823529,0.294117647,3.823529412,1.647058824,1.882352941,2.529411765,2.058823529,1.823529412,2.705882353,1.705882353,1.823529412,2.176470588,1.882352941,2.882352941,1.764705882,2.470588235,2.058823529,0.242229015,0,Industrial,1
85,12,57,Census Tract 41,657369,0,86,16.07096774,55.48387097,0.129032258,33.03225806,0.451612903,22.58064516,8.096774194,26.93548387,45.16129032,0.35483871,7.096774194,3.129032258,1.451612903,1.290322581,1.967741935,1.612903226,1.612903226,1.870967742,1.451612903,1.709677419,1.741935484,1.451612903,2.096774194,1.387096774,1.838709677,1.903225806,0.795582167,0,Industrial,1
86,12,57,Census Tract 42,1031307,68933,87,10.58627451,3.62745098,0.235294118,3.470588235,0.215686275,0.588235294,1.352941176,2.176470588,3.705882353,0.058823529,0.568627451,0.509803922,1.490196078,1.352941176,1.960784314,1.568627451,1.490196078,1.960784314,1.549019608,2.058823529,1.921568627,1.647058824,2.274509804,1.470588235,1.784313725,1.882352941,0.742057173,0,Residential,2
87,12,57,Census Tract 44,949009,0,88,35.31666667,36.5,0,18.5,2.166666667,6.166666667,15,16.66666667,20,0,3,3.833333333,1.5,1.333333333,2.333333333,1.666666667,1.833333333,2.333333333,2,2.166666667,2.333333333,2.166666667,2.333333333,1.666666667,2.333333333,2.166666667,0.80516385,0,Industrial,1
88,12,57,Census Tract 49,1813475,0,89,26.83076923,22,0,10.23076923,0.692307692,3.846153846,4.230769231,10,9.923076923,0.076923077,1.384615385,2.461538462,1.692307692,1.461538462,2.461538462,1.923076923,1.846153846,2.307692308,1.923076923,2,1.846153846,1.923076923,2.230769231,1.846153846,1.923076923,2.307692308,0.0651894,0.027272727,Industrial,1
89,12,57,Census Tract 50,1829392,78493,90,23.07,9.433333333,0.7,23.16666667,0.433333333,1.9,3.866666667,4.533333333,10.26666667,0.133333333,0.366666667,1.833333333,1.666666667,1.6,2.266666667,1.933333333,1.966666667,2.533333333,1.933333333,2.233333333,2.366666667,2,2.9,2,2.566666667,2.833333333,0.218723124,0.169097222,Industrial,1
90,12,57,Census Tract 57,1732951,0,91,26.75,17.7,1.1,9.3,0.5,3.7,1.9,10.5,0.6,0,1.2,1.6,1.4,1.6,2.6,2.4,2,3,1.7,2.5,2.4,2.2,3.6,2.1,2.2,3.3,0.038172416,0,Residential,1
91,12,57,Census Tract 58,2988608,0,92,38.5875,41.33333333,1.583333333,21.20833333,1.541666667,4.5,6.25,19.125,0.458333333,0.291666667,2.333333333,5.625,1.666666667,1.75,2.5,2.291666667,1.958333333,2.791666667,2,2.416666667,2.208333333,2.125,2.708333333,1.916666667,2.375,3.166666667,0.215672619,0,Industrial,3
92,12,57,Census Tract 55,948574,62322,93,19.66666667,18.46666667,0.866666667,10.26666667,0.266666667,7,1.4,12.46666667,0.333333333,0.2,1.066666667,0.6,2.133333333,1.933333333,2.266666667,1.933333333,2.333333333,2.8,1.866666667,2.333333333,2,2,3.066666667,2.133333333,2.466666667,2.666666667,0.107935849,0.985507246,Industrial,1
93,12,57,Census Tract 63,1795213,0,94,43.1,38,0,20,1.5,2.25,5.5,17.25,0,0,1.75,3.25,1.75,1.75,2.25,2,2,2,1.5,2.25,2.25,2,2.25,2.5,2.25,2.5,0,0,Residential,1
94,12,57,Census Tract 66,1951483,37925,95,39.33333333,149.5833333,6.583333333,111.3333333,5.25,41.58333333,33.33333333,91.91666667,19.58333333,0.833333333,5.666666667,57.41666667,1.25,1.166666667,1.666666667,1.583333333,1.333333333,2,1.416666667,1.666666667,2,1.5,2.416666667,1.583333333,1.833333333,1.75,0.183707458,0,Residential,1
95,12,57,Census Tract 68.01,1962702,14718,96,45.9,102.6,3,47.5,0.5,56.6,9.6,66.5,10.4,0.9,3.3,16.4,1.5,1.7,2.1,1.6,1.6,2,1.5,1.7,1.9,1.7,2.3,1.5,2.2,1.7,0.001759989,0.116883117,Industrial,2
96,12,57,Census Tract 40,422227,0,97,0,0,0,0,0,0,0,0,0,0,0,0,1.444444444,1.333333333,2.111111111,1.777777778,1.555555556,2.222222222,1.777777778,2.222222222,2.333333333,1.444444444,2,1.777777778,2.222222222,2.333333333,0.597583547,0,Residential,1
97,12,57,Census Tract 18,2395981,2446,98,27.15,12.5,0,7,1,2,0,7,12.5,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,Institutional,1
98,12,57,Census Tract 102.05,7347058,230762,99,39.4,381,30.33333333,198.6666667,10.33333333,6.666666667,49,128.3333333,29,0,23.66666667,36,1.666666667,1.666666667,3.333333333,3,2.333333333,3.333333333,2.333333333,2.666666667,3.333333333,1.666666667,4.333333333,1.666666667,2.666666667,4.333333333,0.813845902,0,Institutional,2
99,12,57,Census Tract 116.13,2987662,44192,100,32.34,66.6,2.4,67,1.2,20.8,60,29,14.4,0.4,7.2,39.6,1.4,1.6,3.6,2.2,2,2.4,2,3,2.2,1.6,3,1.8,3.2,2.6,0.679007202,0,Industrial,1
100,12,57,Census Tract 117.06,3617078,55152,101,42.02380952,248.6190476,16.52380952,124.6666667,5.238095238,77.23809524,113.3333333,114.2380952,32.42857143,3.095238095,16.52380952,17.33333333,1.523809524,1.380952381,2.714285714,1.904761905,1.857142857,2.571428571,2,2.714285714,2.523809524,2,2.619047619,1.80952381,2.285714286,2.476190476,0.480922425,0.102829538,Industrial,1
101,12,57,Census Tract 118.04,3222491,81908,102,13.19615385,66.07692308,3.230769231,35.15384615,2.115384615,9.846153846,53.53846154,23.42307692,4.230769231,0.692307692,5.346153846,6.115384615,1.807692308,1.615384615,2.269230769,1.807692308,1.923076923,2.5,1.769230769,2.153846154,2.038461538,1.846153846,2.961538462,1.807692308,2.307692308,2.461538462,0.824105452,0,Residential,2
102,12,57,Census Tract 61.03,1231612,378333,103,51.22,76.2,1,41.6,0.8,18.4,5.4,54,1.4,0,2,26.2,1.6,2,3,2.4,2.4,3,2.2,2.8,3,2.6,4.2,2.6,2.8,3.2,0.097903333,0.025641026,Residential,3
103,12,57,Census Tract 110.13,3215555,351143,104,26.7,621.4,50.8,326.1,6.7,208.9,104.4,332.3,116.4,4.5,44.3,20.1,1.3,1.6,2.5,1.9,2.1,2.4,1.9,2.4,2.2,1.6,2.5,1.7,2.5,2.5,0.864522155,0,Institutional,1
104,12,57,Census Tract 108.12,834259,11677,105,12.55,62,3.5,30.5,0,33.5,6.5,38,17.5,1,2.5,0.5,1,1.5,3,2.5,3,3,2,1.5,3,2.5,4.5,2.5,3,2.5,1,0,Industrial,1
105,12,57,Census Tract 10.01,2829274,285093,106,35.8109375,155.84375,0.1875,82.59375,7.15625,21.78125,21.6875,60.765625,102.859375,0.3125,17.09375,17.921875,1.328125,1.25,1.78125,1.609375,1.609375,1.953125,1.4375,1.828125,1.828125,1.484375,2.21875,1.421875,1.765625,2.03125,0.775185539,0,Institutional,2
106,12,57,Census Tract 117.08,3931241,1754019,107,9.87,120.4,5.4,61.35,0.65,57.25,16.8,79.95,7.35,1.4,2.9,9.5,1.4,1.7,2.05,1.85,1.7,2.3,1.55,1.8,1.95,1.85,2.45,1.9,2.05,2.2,0.386113641,0,Industrial,1
107,12,57,Census Tract 1.01,3335736,47559,108,19.2826087,536.6086957,38.91304348,276.826087,0.130434783,227.173913,73.2173913,283.8695652,69.91304348,2.739130435,12.86956522,2.260869565,1.434782609,1.52173913,2.47826087,1.869565217,1.956521739,2.260869565,1.782608696,1.956521739,2.173913043,1.608695652,2.347826087,1.739130435,2.130434783,2.304347826,1,0,Industrial,3
108,12,57,Census Tract 108.09,1301327,5441,109,48.5,83,2,46,3,11,15,37,6,0,7,17,1,1,4,3,3,4,1,3,4,3,5,3,3,2,1,0,Residential,1
109,12,57,Census Tract 108.17,1068552,28578,110,28.525,463.25,0.25,242,8.25,126.75,259.25,234.5,88.5,4.75,49.5,35.5,1.5,1.25,1.5,1.75,2,2,2,2.5,2,1.5,2.25,1,2,2.5,0.626296675,0,Institutional,1
110,12,57,Census Tract 51.01,1866209,140886,111,4.810091743,10.03669725,0.513761468,3.990825688,0,4.19266055,2.04587156,9.275229358,0.706422018,0.119266055,0.19266055,1.513761468,1.440366972,1.532110092,1.908256881,1.614678899,1.688073394,2.183486239,1.568807339,1.889908257,1.798165138,1.733944954,2.348623853,1.651376147,2.165137615,2.174311927,0.642728894,0.041410085,Industrial,1
111,12,57,Census Tract 69,3000707,534093,112,40.49,193.8,9,93.2,3,59,22.8,123.6,16.5,3.8,14.7,24.3,1.5,2,2.9,2.1,2,2.8,2.1,2.4,2.7,1.8,3.5,1.7,2.5,2.5,0.138992873,0.693181818,Industrial,1
112,12,57,Census Tract 26,6812925,107204,113,14.4,1.882352941,0,1.058823529,0,0.705882353,2.941176471,1.058823529,8.235294118,0,0.117647059,0.529411765,1.529411765,1.470588235,2.352941176,1.705882353,2,2.411764706,1.823529412,2.470588235,2.411764706,1.588235294,2.705882353,1.823529412,2.588235294,2.470588235,0.510781849,0,Industrial,1
113,12,57,Census Tract 9803,23332495,352256,114,14.25,2.5,0,1.5,0,1,0,0,0,0,0.5,0,1,1,1.5,1.5,1,2.5,2,1.5,2,1,2.5,1,2,3,1,0,Residential,3
114,12,57,Census Tract 2.02,1950904,33570,115,43.9,91.66666667,4.333333333,44.66666667,2,29.33333333,22.33333333,61.33333333,44.66666667,0,4.666666667,12,2,2,2.666666667,1,2.333333333,3,2.333333333,3.333333333,2,2,4.333333333,2,3.666666667,2.333333333,0.67941725,0,Industrial,1
115,12,57,Census Tract 2.01,988663,6988,116,49,142.6666667,2,79,1.666666667,89,55,107.3333333,25,3.666666667,12.33333333,55.33333333,1.333333333,2,3,2.666666667,2.333333333,3.333333333,2.666666667,3.666666667,2.333333333,2.333333333,2.666666667,2.666666667,4,3,1,0,Residential,1
116,12,57,Census Tract 110.15,12874452,613577,117,31.15217391,888.6521739,36.56521739,463.7391304,9.47826087,277.0434783,114.3478261,451.6086957,136.5652174,6.173913043,46.30434783,60.47826087,1.434782609,1.304347826,2,1.739130435,1.608695652,2.043478261,1.739130435,2.347826087,1.913043478,1.695652174,2.52173913,1.782608696,1.956521739,2.173913043,0.995290513,0,Residential,1
117,12,57,Census Tract 108.14,668988,37301,118,38.8,753,25,395,9,325,220,415,272,8,46,134,1,2,1.5,2,2,2.5,1.5,2.5,1.5,1.5,1.5,1.5,2,1.5,1,0,Residential,1
118,12,57,Census Tract 108.16,1260260,57099,119,1.05,10.36666667,0.066666667,5.933333333,0.033333333,4.366666667,1.9,5.7,6.433333333,0.1,1.1,0.633333333,1.6,1.4,2.166666667,1.9,1.766666667,2.066666667,1.733333333,2.166666667,2.233333333,1.666666667,2.566666667,1.933333333,2.266666667,2.566666667,0.786084082,0,Industrial,3
119,12,57,Census Tract 9.02,1344488,360683,120,25.05,285,11.375,145.875,6.5,84.375,45.25,145.625,188.25,1.75,27.375,11.125,1.75,1.875,2.5,2.125,2,3.5,2,2.5,2.375,1.75,3.5,1.625,1.875,3.125,0.985318675,0,Industrial,3
120,12,57,Census Tract 105.01,1931860,123222,121,28.76666667,27,0.333333333,13,2.333333333,3,2,14,16,0,3,1.333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,Industrial,3
121,12,57,Census Tract 119.06,1560086,4190,122,43.5,10,0,4,0,2,10,7,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,Institutional,1
122,12,57,Census Tract 9806,9514307,84276,123,0,0,0,0,0,0,0,0,0,0,0,0,1.692307692,2,2.384615385,1.769230769,2.076923077,2.846153846,1.923076923,2,2.230769231,2.153846154,2.461538462,2,2.461538462,3,0.370261136,0,Institutional,1
123,12,57,Census Tract 46,5944125,804937,124,13.37954545,83.09090909,4.340909091,41.5,1.045454545,41.11363636,22.09090909,65.63636364,18.68181818,0.590909091,4.022727273,5.772727273,1.568181818,1.727272727,2.613636364,2.022727273,2.045454545,2.227272727,2.022727273,2.431818182,2.159090909,1.909090909,2.909090909,1.954545455,2.477272727,2.590909091,0.281251399,0,Institutional,1
124,12,57,Census Tract 53.02,7890972,3538581,125,12.85,17.5,0,8.375,0,3.625,12.75,6.5,2.5,0,1.375,1.125,1.375,2.375,2.875,2,2,2.75,1.75,2.625,2.75,2,2.75,2,2.375,2.25,0.348412033,0.512445887,Institutional,1
125,12,57,Census Tract 136.04,19636822,6664634,126,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2.5,2.5,3,2,1.5,2,2.5,3.5,2,3,2.5,0.955850661,0,Residential,3
126,12,57,Census Tract 122.11,9674775,131232,127,1.638888889,0,0.222222222,13.77777778,0,0,25.16666667,0,67.94444444,0.055555556,0,0.777777778,1.5,1.5,1.833333333,1.5,1.666666667,2.166666667,1.666666667,2.111111111,1.444444444,1.833333333,2.888888889,1.722222222,2.277777778,1.944444444,0.91624916,0,Institutional,3
127,12,57,Census Tract 10.02,2799944,90373,128,39.67857143,39.28571429,0.214285714,22.57142857,3.285714286,3.357142857,3.785714286,15.85714286,32.5,0.285714286,1.714285714,6.785714286,1.357142857,1.142857143,2.571428571,1.785714286,1.5,2.214285714,1.785714286,2.714285714,2.214285714,1.357142857,2.428571429,1.642857143,1.928571429,1.785714286,1,0,Residential,1
128,12,57,Census Tract 119.05,660576,0,129,9.433333333,8.666666667,0,4,0.666666667,0.666666667,6.666666667,3,0,0,1,0,1.333333333,1,2.333333333,1.666666667,2,2.333333333,1.666666667,1.666666667,2.333333333,2,2.666666667,2,2.333333333,3.666666667,0.849921049,0,Industrial,1
